,variance,skewness,curtosis,entropy,class
0,-1.7462293465049554,2.565905822219419,2.901208657111917,3.155318157929256,1.0
1,-0.43130978360325783,0.9534149343891909,0.8922075712305737,0.7769943199127997,0.0
2,0.9488966953770358,-2.3634112497826494,-1.6927068739534485,0.7185181182206393,0.0
3,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
4,1.2380814933959996,-1.2255845994282655,-0.7261350277456504,5.2887047417196715,0.0
5,-2.1314420606202185,2.428765011153842,3.813326480123932,3.422153574463785,1.0
6,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
7,4.618492431993813,-10.353110522318701,-7.714855375759659,3.1980165298663055,0.0
8,-0.5583013267380557,1.0636163495644386,1.1104008276820563,0.9745747435737816,1.0
9,0.1267243802828403,-1.0563167075674265,-0.4781135582997528,0.20638722423712622,0.0
10,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
11,2.219649191042049,-4.588359325010881,-3.6270601833353124,1.5284629074722575,0.0
12,0.5368322707377914,-2.6712393570477753,-1.3524474306900578,0.5483688065208241,0.0
13,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
14,0.7965043916683552,-0.8198179590380014,-0.8969600763131054,1.4999885070163865,0.0
15,-0.28664110031434337,0.8278735539442316,0.6436419554883481,0.5519108298700068,1.0
16,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
17,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
18,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
19,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
20,-2.60528381348145,3.172950944227948,4.670521412289343,4.239228952683367,1.0
21,0.691688140022057,-0.4128666978551281,-0.43229935753215726,2.5738711081975714,0.0
22,6.754978090042978,-13.23943165992218,-9.886026345647938,8.511902387122634,0.0
23,6.928180816227396,-14.207337627483176,-11.134351501653432,4.860676584491144,0.0
24,0.20858645485636415,-1.8481194635226563,-0.9762576653306345,1.9328807554819967,1.0
25,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
26,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
27,0.05060985884535421,0.3900629157129669,-0.03529161028975784,0.04930989358905203,0.0
28,-0.7177984005306861,1.2020255917420972,1.3844441621138301,1.2227290586936805,1.0
29,-0.45693410084616976,0.9756513444158881,0.9362345440947594,0.8168620412736137,0.0
30,0.05141336022427827,0.3710155605587496,-0.03611845100897803,0.05012762095692001,0.0
31,1.6666157642422235,-5.3385605678495,-3.769703794805735,1.4520489220731598,1.0
32,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
33,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
34,-0.9888603001733121,1.4372491680789936,1.8501750062549234,1.6444620627008208,0.0
35,-0.6053225169792984,1.1044206549527837,1.1911912989819524,1.0477328961528618,1.0
36,3.188273554628291,-5.936832750567203,-4.7194266981266395,3.4780176456818186,0.0
37,7.504014596010794,-15.702558387621943,-12.190097700887442,5.063880474012471,0.0
38,0.052199957848644514,-1.2902639663992337,-0.8490820671191135,0.28379230093971547,0.0
39,2.827499943471011,-7.419400214367263,-5.110196618568379,4.30007835689874,1.0
40,-0.2660025450947623,-0.2247242903691828,0.7711302828625244,5.402794161403905,1.0
41,0.0250348129273675,0.5574057269739283,0.10812926866704801,0.0669883109125499,1.0
42,1.5250579785076848,-4.674800715536323,-3.096777823101859,2.956913594772764,1.0
43,2.601432130676901,-6.8855168006889444,-4.662324532302934,1.9181504044113633,0.0
44,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
45,4.023059907604957,-9.816066976729687,-6.758827248804086,6.312449221268888,1.0
46,-0.23933997663986029,0.7868263263916505,0.5623705105276819,0.4783171414672712,1.0
47,-0.0818190376618199,0.6501319452808721,0.29172251471247157,0.2332374055220146,1.0
48,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
49,-0.8010057121676095,1.274231687273857,1.527408597685436,1.3521875681273672,1.0
50,6.181596616521264,-12.264277231914066,-9.378781764145259,6.43980310436657,0.0
51,-0.976327491614834,2.947920896417577,2.2516551453747433,2.308995595468277,0.0
52,9.614014452651471,-20.270857411341495,-15.645627408514533,6.487267243830264,0.0
53,0.04849460032251658,0.2591705114822735,-0.12262290141546454,0.07282128080560565,1.0
54,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
55,-0.44506002747574913,0.9653471961473211,0.915832849052076,0.79838770519425,1.0
56,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
57,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
58,5.190475548156345,-11.332678993904821,-8.579425089586802,3.5606149234042497,0.0
59,-0.5159239524282566,0.08588692882744033,0.3927019467626232,1.0519908061934207,1.0
60,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
61,-0.1836907660507226,0.7385347503628534,0.4667556201368346,0.3917350405400469,0.0
62,-1.4691508402105529,1.8540383171895427,2.6753965476793677,2.391724486941076,1.0
63,-0.6004205491345076,1.10016679851239,1.1827688772940763,1.0401061451138716,1.0
64,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
65,3.8971887248465467,-8.957202954488151,-6.579800674770035,2.7263267295255895,0.0
66,-1.6380315166434465,2.000590513337778,2.9655625212002064,2.6544783268746976,1.0
67,-0.2706829834847413,0.8140253321277017,0.6162231731668507,0.5270823144729037,0.0
68,3.525764542014487,-8.648358104745029,-6.10962497997219,2.520274557023053,0.0
69,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,0.0
70,-1.5527178781767859,1.9265565780008724,2.8189790547956286,2.521742678372418,1.0
71,3.5118495719070633,-9.120126118043059,-6.588723767217532,3.3630628765050217,1.0
72,-0.8309676899370404,1.3002322560529593,1.5788884154580234,1.3988040601808682,1.0
73,-1.4565366654779957,1.8430919197170739,2.653723231532456,2.372098660478389,0.0
74,-0.32549284695941255,1.78383567257709,1.2267045567438621,1.8629819235063276,0.0
75,-0.015039369735413857,-1.108238550192548,-0.19364913619441154,3.4087080363748137,1.0
76,0.05292307087198655,0.5332047021150751,0.06021245729925265,0.023598226156939916,1.0
77,-1.0687617869231651,1.5065865168274342,1.9874594675576711,1.7687771880507104,1.0
78,0.04421559596821331,0.5407609222641617,0.07517339294759846,0.03714579427081583,0.0
