,variance,skewness,curtosis,entropy,class
0,-1.599846233635176,-1.9638313851618172,5.636834454798877,1.4806066849250026,0.0
1,-1.615770371552413,-1.067954143470745,5.430907156719406,1.4392119326087431,0.0
2,-2.275058479873342,-6.707188407319346,9.15505025903257,2.3154179747676076,1.0
3,0.4658815802681524,-2.7830034380840583,3.1409236728465735,0.08691005631789342,1.0
4,-2.211359857170565,-3.093605509822351,5.146824233839869,1.854582906753629,1.0
5,-1.7007450066627938,6.666056772977957,11.934746762782222,1.3459182864760084,0.0
6,0.20743975149434662,-1.5006669553885197,1.6942815203536898,0.12275495529732501,0.0
7,-1.1908696804022159,1.7102979155626665,3.3918270551827714,0.9343473416166,0.0
8,-0.6829970166059123,-4.9437466901804115,6.098415367544096,1.0924036953138632,0.0
9,-3.815372302094824,-2.975679941396785,9.628288879697697,3.10553808358072,1.0
10,-3.430814004965155,-8.48285731127062,11.917467159435676,3.260869441003047,1.0
11,0.18867589981710287,-1.7206583351362164,2.9380091936783694,0.07283764791327346,1.0
12,0.6244144000163938,-0.2284083053859348,0.8524551871144623,-0.36674009562547266,0.0
13,0.2459609912324514,-1.9184555221654762,2.1253442423834437,0.14669445269511788,0.0
14,0.36207979587606415,-1.0128966113766869,2.624298028932086,-0.1720468053130183,1.0
15,-2.3453382885710643,-6.916664871271639,9.434352892513802,2.384709668613211,1.0
16,1.4770992673153989,-1.099308122582889,3.7820022297007405,-0.9731560215570578,1.0
17,-0.0396425989895306,-3.0013046543743482,3.514366030429059,0.4552050255517413,1.0
18,3.252950809984887,-1.5626197871688687,4.671186821998847,-2.230109774655753,0.0
19,-0.10588489511143923,2.6828447952336525,4.864807301447107,0.1781342820211857,0.0
20,3.791759956383628,-1.9555653186550679,5.285489056347374,-2.6132741478132457,1.0
21,-4.106471193454276,9.046134318277254,16.071895797688647,3.0694025906420945,0.0
22,0.8797835628828041,2.4529838081107007,5.18815848949031,-0.5194730176757444,0.0
23,2.6333792213056246,3.196975859047462,10.040534050415136,-1.746146798690719,0.0
24,3.5679973308041673,-1.8335473129783069,4.972309682575496,-2.454563849544509,1.0
25,0.5146021064592115,-4.832047796739377,5.131508404441981,0.3136447721197958,0.0
26,0.9851507458936168,-0.42511823129547976,1.3573437162243678,-0.6226030794561532,0.0
27,0.1290837215565625,-3.685409854879973,4.145715727630962,0.42684952173543483,1.0
28,-0.2396459224595746,-2.7423229035906003,3.5111542569105634,0.5406172810317602,1.0
29,0.5895967406460475,-1.767108499173011,2.6799677838196594,-0.17579365338236091,1.0
30,-1.2223492269763907,-7.819094371512265,9.632329697288768,1.7715578043673368,1.0
31,2.5740113341356223,-1.2915256564570572,3.5811215376896706,-1.749549714151325,1.0
32,-0.06068392034140079,-1.4601697323473106,3.0341941569400332,0.18377501766228282,1.0
33,2.6918979166372563,-1.35580933947002,3.7461162323504107,-1.8331642794625111,1.0
34,-1.727040241332063,-5.873397981859655,7.854169553295425,1.8680681275228885,0.0
35,0.574322350960051,-1.5774041996934332,2.637614404100125,-0.2017850732948529,1.0
36,0.29339053362701567,-4.0104551916771145,4.386371014402304,0.3595766976672644,0.0
37,-1.1641651709167848,-6.655003674370903,8.314551503125342,1.5990197384036202,1.0
38,-0.14531173157681998,-4.1674646203802075,4.867894317980263,0.6583467369427504,1.0
39,1.5467045386449159,-0.7313341317135883,2.1432974236303557,-1.0209018110280612,0.0
40,3.6850906883534473,0.045410591455442885,7.876365976742994,-2.5180576633797447,1.0
41,-3.9846867923457245,-8.083349490671637,11.869816097974786,3.5685831482092616,1.0
42,-0.17958215692598223,-1.9251598720069818,2.4327374297353512,0.4195762095906814,0.0
43,2.8047989705345735,-1.4173744082552142,3.9041331543729436,-1.913242710310807,1.0
44,-2.6742605975154716,2.487636908405291,7.590362503304803,2.0675976747963065,0.0
45,-4.0271346060342,-0.08235872173081622,9.442758755132758,3.0995437646825112,1.0
46,-0.5005326517049166,-7.179414400959865,8.421804979849714,1.2356439186875106,0.0
47,-0.9263451918985576,-8.943110507278414,10.65642553764289,1.712960696353977,0.0
48,-1.9115213673540916,-1.8453562181264231,4.919811981974214,1.5377462537417625,1.0
49,-1.0586944099813251,-1.2374112958396497,3.81274546538211,1.0057709553200542,0.0
50,-0.23160130609847782,-2.8727129758298076,3.5086743043290367,0.5629982561499163,0.0
51,-0.637451466783854,-4.432503938786621,5.505580332298933,1.003845196888123,0.0
52,-2.2396447888629547,-4.0983823176617875,6.268788641929663,1.989481396544271,1.0
53,0.21269337199699562,-1.5576459777438305,1.7530709043345756,0.12601988226248045,0.0
54,1.552833996887235,-0.7346765320303077,2.151876246339998,-1.025249311614207,0.0
